Comment,Location 1,Location 2,Location 3
অন্যের ঘরের রান্না করা ভাতও নিবেন,Dhaka,,
অলরেডি খাওয়া শুরু হয়েছে গুরু।,Dhaka,Narsingdi,Lalmonirhat
খায়ে নে বেশি করে কিছু পর ডাবল দিতে হবে,Dhaka,Gazipur,Kishoreganj
বাহ! এই এতো তাদের মনের কথা!,Dhaka,Chittagong,Lakshmipur
বাহ! কি চমৎকার তাদের প্লান,Bogura,Patuakhali,
হুম.... সেটাই তো কথা,কুমিল্লা,Dhaka,Comilla
শুধু হাট-ঘাট কেন হাম্মাম খানাসহ খা ।,Dhaka,Kishoreganj,
সবকিছুই সমঝোতা,Khulna,Jessore,
"""সবে তো শুরু, এখনো তো অনেক কিছু বাকি।""",সুনামগঞ্জ,Dhaka,
ওক্যরে ঠিক কথা -- চালিয়ে যান বস,Dhaka,Jamalpur,Sherpur
সেহরি ইফতারি খাওয়ার ইচ্ছে থাকলে তো আর হাট ঘাট খাওয়া লাগতো না খেকু,Chittagong,Chandpur,
রাতের বেলায় সানগ্লাস পরার মাঝে এক পইসাশিক আনন্দ আছে দেখে মনে হচ্ছে শরীরে একটা ভাব এসে যায়,Tangail,Jamalpur,
"""ভাই ঠিকই বলেছেন, আপনার চেহারার সাথে কথাটা খুব মিলে।""",Dhaka,,
সবে খেলা শুরু গুরু পিকচার আবি বাকি হে মেরি দোস্ত।,Dhaka,Chittagong,
স্বাস্থ্য দেখে তো অন্য খাদক মনে হচ্ছে,Dhaka,,
"""আমিও আন্দোলনের পিছনে থাকা সে একজন, আমারও দরকার আছে হাট-ঘাট।""",চট্টগ্রাম,Chittagong,
"""Apnar ma bon re deikha raikhen, kobe je ogulo khawa suru kore mamu""",নরসিংদী,Dhaka,Pabna
"""17 বছরের ক্ষুধার্ত আপনারা, দেশটা একসাথে খাইয়েন না。 …""",Dhaka,,
তাহলে তুমি বাদ যাবা কেন? MD Rakibul Islam Bappy …,Dhaka,,
আলহামদুলিল্লাহ দেখেও শান্তি। এই জাতির জন্য এইগুলাই ঠিক আছে। ভোট দিবেন ভাই কিসে? ধানের শীষে,নওগাঁ,Naogaon,
খেলা কোন লেভেলে..?,Dhaka,,
অবশ্যই আমি একমত তারাই সব খাবে দেখবে অন্যেরা শুধু চাইয়া দেখ,Dhaka,,
অনেক ভালো প্রস্তাব। আইন প্রশাসন এবং বিচার ব্যবস্থা তাদের কথাটা একবার চিন্তা করতেও পারে। হা হা হা......,Joypurhat,,
সেটা কিন্তু অবশ্যই সমঝোতার ভিত্তিতে হতে হবে। কেমন--,খুলনা,Dhaka,
একদম মনের ভেতরের কথাডা কইয়া ফালাইছেন বড় ভাই।,Dhaka,Khulna,Comilla
"""বাহ বাহ চমৎকার কথা,খুব ভালো লাগলো, উল্লুকা পাঠার দল""",Dhaka,,
সমঝোতার মাধ্যমে খেলে কোনো সমস্যা নাই,Dhaka,,
কথায় যুক্তি আছে,Dhaka,Brahmanbaria,
ঠিকিত বলেছে ভাই আমার,Dhaka,,
সমঝোতা করে খাও ভাই।,ঢাকা,পঞ্চগড়,Dhaka
সমঝোতা করে খেলে ভালো হয়,Dhaka,,
আমাকেও একটু দিয়েন আমি ও আন্দোলনের সাথে জড়িত ছিলাম,Dhaka,,
তবে মিলেমিশে খাওয়াটা ভালো।,নরসিংদী,Narsingdi,
"""আর যে মাস্টারমাইন্ড ছিলো সে পুরো দেশ পুরো মানচিত্র ,জয় খায় খায় দল""",Chittagong,,
"""Belal Uddin, MD Jahangir Alam, Abdur Rahim Rahul কি খবর বড় ভাইয়েরা""",Chittagong,Noakhali,
ঠিক ভাই ঠিক,Thakurgaon,,
সাবধান বেশি খাইলে কিন্তু বদহজম হয়,Dhaka,Pabna,
লিটার যেহেতু বলছে তাহলে ঠিকেই বলেছে,কিশোরগঞ্জ,Mymensingh,
বাহ চমৎকার,Dhaka,,
দরকার আছে কথায় যুক্তি ও আছে।,Dhaka,Chittagong,Noakhali
AR Shaiket আমরাও তো ছিলাম আমাগো হাট ঘাট কই?,খুলনা,Khulna,Barisal
Md Kajol ভাই দেওয়ান বাজার আজকে ই দখল দেন,Dhaka,,
ভাইটি রাতের বেলা সানগ্লাস পরে যখন বলছে তখন ঠিকই বলছে,ঢাকা,সিলেট,Sylhet
চারদিকে শুধু খাইয়া আর খাইয়া,Chittagong,Comilla,
"""চলার পথে সমালোচনা থাকবেই, আপনি সেদিকে কান না দিয়ে সোজা পাবনার দিকে এগিয়ে যান।""",Chittagong,Brahmanbaria,
ভোট দিবো কিসে ধানের শীষে।,Dhaka,Gazipur,Pabna
"""আর বাসস্ট্যান্ড, টেম্পুস্ট্যান্ড খাবে স্বেচ্ছাসেবক দল""",চট্টগ্রাম,পাবনা,Chittagong
কালা চশমা না লাগালে মনে হয় নেতা হওয়া যায় না,Natore,,
"""ভোটটা দিবো কিসে,,, ধানের শীষে""",Dinajpur,,
"""এরা প্রকাশ্যে চান্দার পক্ষ নিচ্ছে, তবে এদের দৌড় সর্বোচ্চ আগামী দুই বছর""",Sylhet,,
অবশ্যই বস খাবেন সাবধানে খাইয়েন যাতে ইট বালু গলায় না আটকে লক্ষ রাখবেন,Dhaka,Kishoreganj,
সুন্দর বলছে,Dhaka,,
কথা ক্ল‌িয়ার,গাইবান্ধা,Dhaka,Khulna
সময়ের সঠিক সিদ্ধান্ত,Dhaka,,
হ ভাই চালিয়ে যান কোন সমস্যা নাই,Dhaka,Chittagong,Noakhali
Wonderful khaw Bhai asto gorur roast khaw... Heart block hoye joldi Moro.. parle ektu ratom khaiyya feilo,Dhaka,,
ও তাইতো আমার তো মনে ছিল না,Dhaka,Bagerhat,
বেশি দেরি না জয়বাংলা হয়ে যাবেন,Sylhet,,
মাশাল্লাহ সমঝোতা বলে কথা,Rajshahi,Sirajganj,
তাহলে রেডি হয়ে যাও গোয়াল ঘরের ভাত খাওয়ার জন্য নেতার অর্ডার,Dhaka,,
ভোট দিবা খাইতে দিবা না তা হবে না,Dhaka,,
ঠিিিিিিিিিিিিিিিিিিিিিিিিিিিিক।,Dhaka,,
নতুন,Dhaka,,
অনেক সময় রাস্তাঘাটে গু পরে থাকে এগুলাও কি খাবে? ক্লিয়ার করে কথা বলেন আপনাদের এই এক দোষ,Dhaka,,
সহমত,সিলেট,ভোলা,Bogra
আপনাদের অনেক পরিশ্রম হইছে খান এখনই সময়,Chittagong,,
বাহ্ কি সুন্দর বানী।এই হলো নেতা যার থাকবেনা কয় পর খেতা।,Dhaka,,
ঠিক আছে,Rajshahi,Pabna,
রাজনীতি টা ব্যাবসা প্রতিষ্ঠান বানিয়ে নিয়েছে।,Dhaka,Gazipur,
Gu kha,Khulna,Jessore,
টয়লেট ও খাইস,Dhaka,Barisal,
ঘাটখেকো। আফসোস দেশটায় ব্যবসা করে শান্তি নেই।,Dhaka,Chittagong,Noakhali
ওকে,Sunamganj,,
এইবার ঠিক আছে,Dhaka,,
জি আচ্ছা খান!,Dhaka,Brahmanbaria,
সমঝোতায় চলবে সব,ঝিনাইদহ,Dhaka,Patuakhali
"""কোন কথা নাই,সোজা বহিষ্কার""",Dinajpur,,
জনগন এটা পছন্দ করে না। একটি ভাল কাজ করে টাকা আয় করুন।,Dhaka,Madaripur,
খাইতে থাকেন,Dhaka,Gazipur,
লাগাতে লাগা আরও ধান লাগা,Dhaka,Chittagong,Mymensingh
একটু সমঝোতা করে নিলে ভালো হতো,Dhaka,Narsingdi,
ভাই এখন তো চামচাদেরই ডিমান্ড বেশি।।।,যশোর,,
খাওক,Sylhet,,
পায়খানা ইয়ে মানে পাবলিক টয়লেট খাবেনা?,Dhaka,,
হুম তাই তো,Dhaka,,
ইনসাফভিত্তিক বন্টন,Dhaka,,
ও আইচ্ছা।,Chittagong,,
ঘাট পাবে যে নৌকা দিয়ে মানুষ পারাপারের কাজ করে।,Rajshahi,,
বিএনপির উচিত ছাত্রদল এবং যুবদল বাদে অন্য সকল সংগঠনের সঙ্গে সম্পৃক্ততার বিষয়টি নিশ্চিত করা,Dhaka,Rajshahi,Bagerhat
ওকে,Dhaka,Munshiganj,
দেশে হচ্ছেটা কি,Dhaka,,
বিএনপি'র কোন নেতাও কর্মী আন্দোলনে ছিল না,Dhaka,Barisal,
৩০০ টাকার বিনিময়ে যে সরকার বানিয়েছে জনগন তার থেকে আর ভালো কি আশা করা যায়,Chittagong,Noakhali,
বেশি খাইলে দাঁতে পোকা ধরবে...,Panchagarh,,
হাট ঘাট সবি উপজেলা পরিশোধ লোকের তোলা উচিত। কারন নেতারা হাটের/ঘাটের টেন্ডার নেয় ১০০০ টাকায় আর সাধারণ মানুষের কাছ থেকে ভিক্ষা তুলে ১০০০০০ টাকা।,Dhaka,,
বিশ্বের সব দেশই চাদাবাজি আছে কিন্তু বাংলাদেশে কোন চাদাবাজি নাই। আছে সমঝোতা,Dhaka,Gazipur,
মানে কি আন্দোলন করলেই কি অন্যায় ভাবে সব করা যাবে? তাহলে সত্যের পথে আন্দোলন করেছেন? নাকি একজন কে তাড়িয়ে অন্য জন দখল নিয়েছেন?,Mymensingh,Sherpur,
সবাই বলেন কবুল,Dhaka,Mymensingh,
"""বেশি খাও খাও করবেন না, বেশি খাইলে বমি হবে।""",Dhaka,,
রাইট,Feni,,
মানচিত্র খাবি!,Dhaka,Gazipur,Cox's Bazar
খাও খাও! এইনা হলো খাদকের মতো কথা,Dhaka,Chittagong,Noakhali
আহারে আমার দেশ,Dhaka,,
সাব্বাস বেটা,Dhaka,Narsingdi,
খা,Dhaka,,
Might is right,Dhaka,Munshiganj,
Engr Mohammad Monir Baig তুমি বন্ধু সংগ্রামী তোমার অধিকার বেশী,Feni,,
খা খা ইচ্ছা মতো খা,Feni,,
টাটকী/টয়লেট /পায়খানা কে খাবে ভাই?,Dhaka,Barisal,
মামার বাড়ির আবদার,Dhaka,Kishoreganj,
"""এটা যৌক্তিক দাবি, সমর্থন জানাই।""",Chandpur,,
আলহামদুলিল্লাহ,Feni,Rangamati,
একটু পড়েই দল থেকে বহিষ্কার আদেশ পাবে বলে আমি মনে করি।,ঢাকা,বরিশাল,Dhaka
"""জ্বি, আচ্ছা""",Dhaka,Comilla,
হ ভাই মিলেমিশে খা,Dhaka,Kushtia,
"""খা, সমঝোতা করে খা,মারামারি করিছ না""",Dhaka,Gazipur,
"""রাতের বেলায়ও চশমা লাগায়, কারণ হ্যাতে পাতিনেতা""",Chittagong,Noakhali,
হাট ঘাট খাইতে খাইতে দেশটাই খাইয়া লও মামু।,Dhaka,Rajbari,
ঠিক আছে চালাইয়া জাও,ব্রাহ্মণবাড়িয়া,Barisal,Brahmanbaria
সুন্দর! চমৎকার!!!,Dhaka,Munshiganj,
ঠিক।,Dhaka,Narsingdi,
ইট ভাটা বিনা কাগজে চলে কেটাকা সন্ত্রাস মুক্ত করবে এইসে তাবগঞ্জে কর্মকর্তারা মানুষেরা,Dinajpur,,
খা খা খা সব চুসে চুসে খা,রংপুর,রাঙ্গামাটি,Rangamati
হাট ঘাটে আবার কী আছে?,Dhaka,,
কথা সইত্য,কক্সবাজার,Dhaka,Pabna
খাও সোনা খাও,Dhaka,,
কথায় যুক্তি আছে। খাবে,দিনাজপুর,Cox's Bazar,Dinajpur
কি সুন্দর কথা,Dhaka,,
কথা ঠিক,Sirajganj,,
গু খাবে না?,Khulna,,
একটু অপেক্ষা কর,Dhaka,Mymensingh,
"""হাটঘাট আর মাঠ, সরকারকে ইজারা দিয়ে নিতে হয়, এগুলো তো মানুষ দিয়েই পরিচালনা করতে হবে,""",Dhaka,,
দলের নিতি তো ধরে রাখতে হবে,Dhaka,,
"""সুযোগ বুঝিয়ে ,,,,""",Dhaka,Bogura,Bogra
খেল খেল খেল,Dhaka,Kushtia,
রোজার মাস যা খাওয়ার রাতের বেলা খাইছ। ের বেলা খাইছ না ।,Dhaka,Mymensingh,Gazipur
ওকে,Dhaka,,
নেতায় কিন্তু সোজা কথা বলছে,Chittagong,,
এটাও খাবি,ফেনী,Dhaka,Sylhet
এই নাহলে কিসের দর,Dhaka,Barisal,Bhola
ভাগাভাগি শুরু নাকি,Barisal,Bhola,
এবার ফিতরা সর্বনিম্ম ১১০ টাকা,লক্ষ্মীপুর,,
খোঁজ নিলে দেখা যাবে ৫ই আগস্টের আগে সে ছাত্রলীগের লুংগির তলে ছিলো,Chittagong,,
ধারুণ ধারুণ ধারুণ,কুষ্টিয়া,Chittagong,Kushtia
ঠিক,Dhaka,Mymensingh,Jamalpur
মাশা-আল্লাহ,Dhaka,Sirajganj,
ঠিক আছে লিডার,Dhaka,Cox's Bazar,Natore
সেটাই তো নায্য বিচার,Dhaka,Khulna,
পুরানো কথা গুলো আস্তে আস্তে সত্যি হচ্ছে!,Feni,,
কি কথা ক্লিয়ার? নাকি ভেজাল আছে?,নড়াইল,Dhaka,Narail
খুবই ভালো সিন্ধান্ত,Dhaka,,
ভাই আন্দোলনে তো আমারও অনেক অবদান আছে তাহলে আমি কি কিছু পাব ভাগে,Dhaka,Barisal,Gazipur
অবশ্যই,সিলেট,নরসিংদী,Sylhet
Sharif Chowdhry আপনিও পাবেন,নরসিংদী,,
তাইলে আমার ভাগের টা রাইখেন ভাই,Dhaka,Faridpur,
ওর আব্বায় রাইখা গেছে তো gando,Dhaka,,
পাগলের ও হাসি পাওয়ার মত কথা,Dhaka,Munshiganj,
Md. Mahmudul Islam Hope Less Munarul টিক আছে,Dhaka,Mymensingh,Gazipur
জোরে বলেন ঠিক কিনা,ফরিদপুর,Dhaka,
"""মানুষ মারিও না ভাই এমনি বুঝিয়ে নিও যে আমরা প্রতিবন্ধী আমাদের কর্ম নাই দেন, মানুষ মারলে তাদের পরিবার সন্তান আছে কষ্ট পাবে""",গোপালগঞ্জ,Dhaka,Rangpur
ঠিক আছে ভাই,নোয়াখালী,Lakshmipur,Noakhali
"""হ ভাই, আপনারা তো কোঠায় এগিয়ে আছেন আর আমরা জনগণ সব হরিদাস পাল!""",Dhaka,,
ওর কথায় যুক্তি আছে,Chandpur,,
দেশটা না খেলে কি হবে।,Dhaka,Rangpur,
খাই খাই,কুমিল্লা,Chittagong,Noakhali
পৈত্রিক সম্পত্তি মানুষ রইয়াসুয়া খায় বাবা তুমি বুঝে খাইও,Dhaka,,
"""কথা একদম পরিস্কার, নাকি ভেজাল আছে?""",Dhaka,,
অবশ্যই খাবে কেননা অনেক না খাওয়া!!,রাজশাহী,Rangpur,
এক্ষেত্রে এনপিপির অগ্রাধিকার বেশি,Sylhet,Chandpur,
এরা কোন গ্রহের,Dhaka,,
ঠিক ঠিক,Dhaka,Rangpur,
একদম সহজ ভাষায় বুঝাইয়া দিছে।,Sylhet,,
আমি এতে একমত,Cox's Bazar,,
"""ঐ সময়গুলোই ভালোই ছিলো। যখন আপসহীন নেত্রী জেলে ছিলেন, ছেলে লন্ডনে আর নেতারা গর্তে।…""",কুমিল্লা,পঞ্চগড়,Comilla
তাহলে আমার কি হবে?,Barisal,Bhola,
Mair,Dhaka,Gazipur,
খাওয়ার সময় এসেছে খান ভাই আপনারা সময় শেষ হলে পালাবার জাগাও পাবেন না ইনশাআল্লাহ,Dhaka,,
প্রচুর খাইতে হবে!,Dhaka,,
আয় হায়,Chittagong,Noakhali,
আমিও,Dhaka,,
Khaw,Rangpur,,
মন্ত্রী তো বলেই দিয়েছে সমঝোতার মাধ্যমে খেতে।,Rajshahi,Sirajganj,
হাট ঘাট খাওয়া শেষে টয়লেটের গূ খেওয়,Dhaka,Rangpur,
হরিলুট,Dhaka,Barisal,
এটা তাদের অধিকার বুঝলাম। যারা জীবন দিছে তাদের কি হবে???,Dhaka,,
হে অবশ্যই খাবেন হাট ঘাটের ঘাস লতাপাতা প্রয়োজনে মাঠিসহ খেয়ে ফেলেন।,Dhaka,,
শুধু রাস্তা ঘাট খাবেন কেন সাথে পায়খানা ও খান।,Rangpur,,
খাইতে যেন পেট খারাপ না হয়।,Sylhet,Sirajganj,
সরকারি ইজারা নিয়ে হবে,Dhaka,Pabna,
বিসমিল্লাহ বলে শুরু করে দেন।,Dhaka,,
এটা রাজনীতি বিদদের মৌলিক অধিকার,Narayanganj,,
Ai to Asol kota,Dhaka,Narayanganj,
না গো শোনা তোমাগো কেউ নাই খাউ তোমরাই খাও,Dhaka,Jamalpur,
খেতে খেতে এগিয়ে যাও,Dhaka,Gazipur,Sirajganj
ওকে,Dhaka,,
চমেৎকার,Dhaka,,
"""আলহামদুলিল্লাহ, যে জাতির জন্য যা দরকার।""",Dhaka,,
ভাইরাল ভাই,Dhaka,Chandpur,
মন ভরে খেতে হবে।,Khulna,,
সংবিধানে এড করেন,Dhaka,Rangpur,Bogra
চলছে খাওয়া দাওয়া...!! অথচ চলছে সংযমের মাস!!!,Comilla,,
মারহাবা,Rangpur,,
"""যত রাষ্ট্র কাঠামো ঠিক না হবে। প্রতিটা নির্বাচনে স্বচ্ছতা নিশ্চিত হবে তত মাঠে নামবো। দেশের মানুষ NCP চায়না, জামাত চায়না, …""",Dhaka,,
১৭ বছরের ক্ষুধার্ত বলে কথা!!,Dhaka,Khulna,Jhenaidah
১৭ বছরে রাজপথে আওয়ামী লীগের বিরুদ্ধে দেখি নাই তো বিএনপি আন্দোলন করেছে।,Dhaka,,
ঠিক ঠিক,Dhaka,Faridpur,
বি এন পি খাবে না তো কে খাবে?,রংপুর,,
হয়তো বাথরুম কইতে ভুইলা গেছে,Dhaka,Narayanganj,
সমঝোতার ভিত্তিতে খাবে!!!,Dhaka,Rangpur,
সঠিক,Manikganj,,
"""হাটও খাবি, ঘাটও খাবি তাহলে মাঠ টা আর বাকি রাখবি কেন ভাই? তোরা সব ই খা।""",Dhaka,Khulna,Satkhira
হ ১৭ বছর না খাইয়া ছিলি,চট্টগ্রাম,Dhaka,Chattogram
"""কি বলেন ভাই আপনারা দেশ স্বাধীন করেছেন আপনারা খাবেন নাতো কে খাবে আপনারা খালি বলেন আপনারা কিছু কারতে হবে না, আমরা আমাদের নিজ দায়…""",Dhaka,Feni,
আপনারা না খেলে কে খাবে ভাই বিএনপির এক নেতা তো বৈধ করে দিয়েছে চাদাকে আপনাদের কোন টেনশন নেই খেতে থাকেন। তবে ভাই সমঝোতার মধ্যে …,Cumilla,Comilla,
জ্বি স্যার,Dhaka,Mymensingh,
"""এদেশের প্রতিটি মানুষ আন্দোলনে ছিল। আবারো বলছি - প্রতিটি """"মানুষ""""।""",ফরিদপুর,Dhaka,
"""তা ঠিক আছে, কিন্তু মাইনষের ছোট্ট একখান মুখে এত্তবড় “মাঠ-ঘাট” গলা দিয়ে ঢুকায় ক‍্যামনে!!!""",Khulna,,
ঠিকহে,Tangail,,
দলের নির্দেশ মানা উচিৎ আমি মনে করি।। তবে আপনারা তো বিবেক বুদ্ধি খাটিয়ে চলবেন মানুষ হিসেবে।। কে আপনাকে ব্যবহার করছে কি দিচ্ছে এ…,Barisal,,
এগুলি খাবার জিনিষ??,Dhaka,Jamalpur,
Md Shafikul Islam তুই কোনটা খাবি?,Chittagong,Gazipur,
আনোয়ার টিভির সংবাদ,Dhaka,Barisal,
Sob seshe mancitro ta khabe,Chittagong,Noakhali,
মাশাল্লাহ,Chittagong,Noakhali,
খা খা বাবা খা ছিলাইয়া। কয়া লাগবেনা,Dhaka,Chittagong,
খা আমরা আপতত রোজায় ইফতার সেহরি খাচ্ছি,Dhaka,Chittagong,Lakshmipur
সাব্বাশ বেটা,Dhaka,Chittagong,
অয়,Sylhet,,
খাও ভাই খেয়ে সব ছাপা করে ফেলো,Chittagong,Khulna,
বন্ধু প্লিজ ওদের সামলা S A Raju,Sylhet,,
লিগ্যাল কথা,Dhaka,,
Thik,Dhaka,Gazipur,
ঠিক ই বলছে,বগুড়া,Dhaka,Bogura
"""খারে খা, খাওয়ার জন্যেই এ দুনিয়া""",Chittagong,,
Agula kotha theke ase??,চাঁদপুর,,
হ দরকার হইলে রাস্তা ইট খুলে বাড়ি করবো তারপর ও খাবো,Dhaka,Barguna,
দলকানারা এসব দেখে না?,Dhaka,Cox's Bazar,
না আমরা খেতে চাই না,Dhaka,Pabna,
"""জয়ীরা কথায় সংযত হন, নইলে দলের বদনাম হবে। আপনার জন্য দলের ক্ষতি মেনে নেওয়া যাবে না।""",যশোর,Khulna,Jashore
জ্বী ভাই,Tangail,,
1000 thik,Dhaka,Tangail,
তুমি ঠিক বলসো।,Mymensingh,,
বাহ,Chittagong,Brahmanbaria,
খা ভাই খা ভোট দিছে জনগণ এখন মন বরে খা।,ঢাকা,Dhaka,Gazipur
এটাই বাস্তব,Dhaka,,
ঠিক,Dhaka,Narayanganj,
"""হাট ঘাটের মালিকদের ও মাকে ইজাড়া দিয়ে থাকলে খাবে, অসুবিধা নাই।""",খুলনা,,
এটা তাদের হক,Dhaka,,
বেশি খাইলে পেট খারাপ হতে পারে,জামালপুর,Dhaka,
সামনে আগাও,ঢাকা,Dhaka,Tangail
সাব্বাস,Barisal,,
টয়লেট খাবেন না?,Dhaka,Barisal,
"""সঠিক কথা বলেছে,""",Dhaka,Gaibandha,
Hm Robiul Islam B Shuvo Ahmed Alom Anamul Ahmed তোরা কোন বাজার ঘাট পাইলি,Dhaka,Barisal,Gazipur
প্রয়োজনে পুরো দেশটাই দিলে খাও,Dhaka,,
মানুষের জন্ম হোক যেমন তেমন কর্ম হোক ভালো এদের কোনটাই ভালো না।,Comilla,,
জি বুঝলাম,Dhaka,Khulna,Jessore
ভিক্ষা কইরাও খাইবা,Dhaka,Kishoreganj,
সমঝোতার ভিত্তিতে তোমরা টয়লেডও খাবার সমস্যা নেই।,Dhaka,,
ওয়াও নাইচ । আমি ও আছি,Dhaka,,
"""কেন ঘরে খাবার‌ নেই, হাট ঘাট কেন খাইবা?""",চট্টগ্রাম,Dhaka,
না খাওয়া পার্টি এখন হাট ঘাট সব খাইতে চাই।,নরসিংদী,Tangail,
বরি দে,Dhaka,,
তার মানে তাদেট জুলাইয়ে কোন অবধান নাই,Chittagong,,
সহমত ভাই,Dhaka,Dinajpur,
এ জন্যই রাজনিতি,Dhaka,,
অবশ্যই নেতার সাথে দ্বিমতের কোন সুযোগ নাই কারণ পরিশ্রমের পরেই তো ফলাফল ভোগ করে থাকে,Feni,,
আচ্ছা ঠিক আছে,Rajshahi,,
সরকারি রাজস্বে যে বেশি টাকা জমা দিবে সেই পাবে,Pabna,,
সম্ভবত আপনার দলের চেয়ারম্যান এইবার সে সুযোগ দিবে না....,Dhaka,Chittagong,Madaripur
সঠিক সিদ্ধান্ত,Dhaka,Narsingdi,
পুরা দেশটাই একবারে খেয়ে ফেলতে পারলে আর কোন ঝামেলা থাকবে না। দেখেন চেষ্টা করে খেয়ে ফেলতে পারবেন।,সাতক্ষীরা,Khulna,Satkhira
খাও ভাই তোমার অধিকার!!,ঝালকাঠি,,
সমঝোতা করে খাইয়েন,Dhaka,,
দল থেকে লাত মেরে বের করে দেওয়া হউক,Dhaka,Sunamganj,
বেশি বেশি খেতে গেলে আল্লাহর তরফ থেকে পেট পিড়া হবে ইনশাআল্লাহ,বরিশাল,,
রোজা দিয়াই শুরু করে দিছে এদের দারা এগুলো মানায়।,ঢাকা,Dhaka,Narayanganj
অবশ্যই খাবেন! এটা আপনাদের হালাল অধিকার। প্রয়োজনে রাস্তার ইট খুলে বাড়ি নিয়ে যাবেন।,Dhaka,,
"""শুধু হাট,ঘাট খাইলে পেট ভরবে পাবলিক টয়লেট ও খাইতে পারেন।""",Dhaka,Sherpur,
হাট ঘাট শেষ হলে তার পর,Dhaka,Kushtia,
কথা কি ক্লিয়ার নাকি ভেজাল আছে...?,Dhaka,Manikganj,
Khato baba,Dhaka,,
হাট ঘাটের পায়খানা কে খাবে আপনি না তারাই? কেননা হাট ঘাটে পাবলিক টয়লেট থাকে যা কি না টাকা দিয়ে ব্যবহার করা লাগে........,Dhaka,Munshiganj,
মারো তালি,Dhaka,Rangpur,
হাট ঘাট মাঠ সব খা।,বরিশাল,Dhaka,Gazipur
লুটে পুটে খাও...,Chittagong,,
আমরা মিলেমিশে চাদা খাই আমরা দেশ চালাই,Dhaka,Sunamganj,
এই হাট ঘাট খাওয়ার জন্যই আন্দোলন?,Rajshahi,Barisal,Bogra
"""সোনা মিয়ায় যেহেতু বলে দিচে,তাইলে এটাই হোক অ-জাইচ্চা!""",Feni,,
এটা তো ওনাদের অধিকার এই অধিকারের বেত্তয় ঘটতে দেবে না।,Dhaka,,
ঠিক আছে আন্দোলনে যারা ছিল তারা হাত-ঘাট খাবে বুঝলাম আমাদের ফখরুল ইসলাম বলেছে তারা এই আন্দোলনে কোনভাবে জড়িত ছিল না তাহলে আন্দোল…,Dhaka,,
জনগন আগের মতন নাই প্রিয়,Chittagong,Noakhali,
ইফতারের পর পার্সেল করে পাঠিয়ে দিয়েন।,Dhaka,,
কি যে হবে... দেশে...! ও মাবুদ মহান আল্লাহ তায়ালা আপনি আমাকে বাংলাদেশ থেকে অন্য দেশে সেটেল করার সুযোগ করে ।,Rajshahi,Natore,
ঠিক,Dhaka,Sherpur,
কবে যে শুনতে হয় মানচিত্র খাবে।,Dhaka,Chittagong,
চারো দিকে খালি খাই আর খাই,Chittagong,Pirojpur,
"""খাওয়া খাওয়ি চলবে, জোরদার হবে, সব চেটেপুটে খাওয়ার জন্য তো এত সংগ্রাম""",Rangpur,Bogura,Bogra
Nurul Amin বস আপনি কোনটা,চট্টগ্রাম,Chittagong,Cox's Bazar
বালছাল,Khulna,Satkhira,
পাশা,Comilla,,
ওনি ঠিক বলেছেন,Dhaka,Joypurhat,
সাব্বাশ বেটা,Dhaka,Tangail,
সুন্দর না,Dhaka,Pabna,
এই কথাটাই কেউ বোঝে না??,Dhaka,Gazipur,
"""আমিও একমত, তবে সব আমার কাছে এনে জমা দিতে হবে""",Comilla,,
চারদিকে চাঁন্দাভাই,Dhaka,Munshiganj,
জ্বি,Dhaka,,
কিন্তু সব খাইতে হবে সমঝোতার ভিত্তিতে,Dhaka,Narail,
মাশাল্লাহ খুবই সুন্দর,Chittagong,Lakshmipur,
"""গলায় আটকে যাবে, একটু ধৈর্য ধর।""",Panchagarh,,
ফাইন। জুলাই তে মানুষ জীবন দিয়েছিল কি এ জন্য।,বরগুনা,Barisal,Barguna
সমস্যা.!!,Dhaka,,
ইচ্ছেমত খাও,Dhaka,Gazipur,Pabna
আমরা কিছু বলবো না ১৭ বছর আপনারা অনেক কষ্ট করেছে,Chittagong,,
ঠিক আছে নেতা কিন্তু নেতা রাতে চশমা কেন।,Chittagong,,
হাট ঘাট খায় কি ভাবে??,Dhaka,Magura,Pirojpur
সমঝোতার মাধ্যমে,Dhaka,Barisal,
কাজ নাই যত আকাইম্ম চিন্তা,Dhaka,Chittagong,
কত খাবেন সময় থাকতে ভালো হয়ে যান,Rajshahi,,
টেম্পু স্ট্যান্ড কে খাবে.....?,Barisal,,
"""সেটার প্রয়োজনীয়তা নেই, বরং তেলবাজ আর চামচাদের দেওয়া হোক।""",Dhaka,Shariatpur,
ভাই আমি গুলি খাইছি তার মানে আমি হাট ঘাট বাজার খামু,Dhaka,,
এদেশে এমন একটা আসবে আওয়ামিলীগের মতোন বিএনপির নাম নেওয়া টা নিষেধ হয়ে যাবে,নাটোর,Dhaka,Barisal
ভাই খাইলে কিন্তু রোজা ভেঙে যাবে,Khulna,Magura,
হাট ঘাট কি চিবিয়ে খাবে নাকি,Dhaka,Sylhet,Gazipur
বানী,Chittagong,Chandpur,
উনি কি ঈদের পরের আন্দোলনের কথা বলছেন। তার দল যে গত ১৬ বছর ঈদের পরে আন্দোলন করে খালেদা জিয়াকে মুক্ত করার চেষ্টা করেছিল সেই আন…,Barisal,Bhola,
A NI K Abdus Salam চাকরি না করে হাট নিলে পারতি,Dhaka,,
