Comment,Location 1,Location 2,Location 3
মির্জা ফখরুল ইসলাম সাহেব এর কথা অনুযায়ীত তোমরা আন্দোলনে ছিলেনা বাবু।,Comilla,,
Thik Bolche,Dhaka,,
"""অবশ্যই খাবেন, মাঠ আপনাদের প্লেয়ার আপনাদের রেফারি আপনাদের জনগন আপনাদের,,,,,, …""",Dhaka,Barisal,
চালিয়ে যাও ভাতিজা।।।।,Dhaka,Narail,
Safi Abdullah Rafsan tumi jaiyo na,Sylhet,,
হাট-ঘাট কি ওর বাপের পৈতৃক ভিটা-মাটি না-কি???,Dhaka,,
খেলা যে চলছে কোন লেভেলে,Dhaka,Khulna,Satkhira
আস্তাগফিরুল্লাহ,Dinajpur,,
রাইট,Bagerhat,,
খাও ،،،মিলে মিসে,Khulna,,
17 বছর রোজার পরে ঈদের মৌসুম আসছে,Dhaka,,
সাধারণ বিষয়। আপনারা না খেলে কে খাবে দরকার হলে চাদারপাশাপাশি দুই একটা মানুষ কেউ খান সব তো আপনাদেরই,Dhaka,,
"""সমঝোতা করে খা, মাঠ,ঘাট,বাজার, সব খা""",Dhaka,Barishal,
অকে খাও,Chittagong,Noakhali,
Valo,Bogura,,
তাহলে পাবলিক টয়লেটও তারাই যেন খায়!,Dhaka,Faridpur,
ইফতারের পরে খাইয়েন,Dhaka,Pabna,
টয়লেট সহ খেতে হবে কোন কিছু বাদ দেওয়া জবে না,Chittagong,,
খাও খাও,কুড়িগ্রাম,Dhaka,Rangpur
খাও জনমের খাওয়া,Dhaka,,
সমঝোতার ভিত্তিতে খেয়েন,Bagerhat,,
পিও নেতা,Dhaka,,
আইচ্ছা,Chittagong,,
পাব্লিক টয়লেট টাও আপনি খাবেন আশা করি,ভোলা,,
একি ভাবে সরকারকে ও খাবে ।,Chittagong,Khulna,
R public toilet kara khabe?,Jhalokati,,
মারহাপা,Dhaka,,
এর দায় দল নেবেন। পাবলিক কে নিতে হবে।,Chittagong,Noakhali,
মাশাআল্লাহ,Jamalpur,,
Tarek Rahman Ke Very Soon to Fly to London.,ঠাকুরগাঁও,Chittagong,Comilla
হাগুখাও,Khulna,Kushtia,
আচ্ছা হাট-ঘাট খাইলে কি রোজা ভাঙ্গে? হেফাজতের আমীর কি বলে?,Chittagong,Comilla,
ওকে,Dhaka,Bogura,
"""খান খান, গিলে খেয়ে ফেলুন""",Dhaka,Barisal,
আর কি কি খাবেন বলেন। আমরা কিনে দিয়ে আসি। আমরা তো মারা ছাড়া সাধারণ জনগণ কিছুই খেতে পারিনা।,Barisal,,
অবশ্যই খাবেন,কিশোরগঞ্জ,Dhaka,Kishoreganj
ওয়াও,Dhaka,Chittagong,Noakhali
ঠিক্কক্কক্কক্কক্কক্কক্কক্কক্কক্কক্কক্কজক্কক্কক,Khulna,Magura,
বেশি ক্ষিধে পেলে খাম্বাও গিলে ফেইলেন।,Mymensingh,Gazipur,
"""অবশ্যই, বাসার সামনের বালির ট্রাক তো যুদ্ধ করে আপনারাই সরাইছেন।…""",Dhaka,,
Bah baaler dol,Dhaka,,
Sathe mair o khabe,Narayanganj,,
সাবাস বি এন পি সৈনিক,Dhaka,,
July joddhara ki khete Hasinare tarieche. Haire afsos,Dhaka,,
এটা একটা সমঝোতার দরকার ঠিকিকথা,Dhaka,,
হুম ঠিক বলেছেন আপনি!,Dhaka,,
হয়তো বেচারা সরকারি হাট ঘাট ইজারা বলতে গিয়ে একটু বেশী বলে ফেলছে।,Chittagong,Chandpur,
বাবুরা খাবে,Dhaka,Rangpur,Thakurgaon
পেটে গ্যাস হবে,Dhaka,Feni,
সোনা গু আমার।,Cox's Bazar,,
go ahead boys,Cox's Bazar,,
ইফতারের পরে খায়েন।,Pabna,,
বেশি খাইলে পেট বড়ো হবে,Bogura,,
তাহলে মেরাথোন দৌড়ানি খাওয়ার জন্য প্রস্তুত থেকো !,Dhaka,,
হাট ঘাট খাবার?,Dhaka,,
ঠিক বলেছে ক্ষুধা লাগলে খাবেই তো না খেয়ে কি মারা যাবে।,Dhaka,Pabna,
আহা সোনা গো,Dhaka,Tangail,
আচ্ছা,Barisal,,
দেশটা যেন গণিতের মাল। সবাই খেতে চায়।,Dhaka,,
আমি এটা ই চাই,Dhaka,Madaripur,
"""ফুটপাত না খাইয়া ভিক্ষা কইরা খা,,,""",Dhaka,,
এরাই খাটি রাজাকার,Dhaka,,
বিএনপির হাজার হাজার নেতাকর্মী বাড়িতে ঠিকমতো ঘুমোতে পারতো না। উঠতে বসতে একটাই চিন্তা থাকতো কখন জানি ধরে ফেলে। জায়গা জমি বিক্রি …,Comilla,,
সেরা,Chittagong,,
"""বাবাইতা তালুক মনে হয়, খাবার নিগা আইছে চান্দাবাজ""",Dhaka,,
আপনি ঠিক ই বলছেন ভাই অনেক কষ্ট করে অন্দোলন করছেন,Dhaka,Sirajganj,
Nayem Mahmud Babu তোর বড় ভাইয়েরা কি বলে,Dhaka,Gazipur,
কেন ভাই ? নেতা হইলে কি এমনেই খাইতে হবে। আর কোন কাজ কর্ম নাই,Dhaka,,
"""ঠিক উস্তাত ঠিক,,""",Dhaka,,
তাহলে আমি বাট পাবো,হবিগঞ্জ,Habiganj,
কথাকি ক্লিয়ার না বেজাল আছে??,Dhaka,Comilla,
Ok...নেতা আপনি যেটা বলবেন সেটাই হবে।,Khulna,Satkhira,
তো আর কে খাাবে?,Dhaka,,
আপনারা সব খাইয়েন কনো টেনশন নাই আন্দোলন আমরা ও করছি তবে আমরা খাবো না আমার ভাগের টা আপনারা খাইয়েন,Dhaka,Lakshmipur,
"""Kheye dao,,,jara vote diche tmdr tader ghor bari age khao""",Dhaka,Manikganj,
টয়লেট ও খাইও,Dhaka,Barisal,
নিশ্চই সু-সংযতো আচরণ কল্যাণ বয়ে আনে অন্যত্থায় ধ্বংস,Sylhet,Dinajpur,
"""তাহলে তার কথাই এটা স্পষ্ট যে,,বিএনপি আন্দোলনের সময় কোন প্রকার অংশগ্রহণ করেনি।""",Sunamganj,,
ঠিক।,Barisal,,
হ ভাই সব ঠিক,Dhaka,,
K.F. Shimun ভাই শুরু করে দেন।,Dhaka,Chittagong,
ঘু খা ভাগাভাগি করে,Dhaka,,
হাট ঘাট কি তোর বাপের,Dhaka,,
Bnp তো আন্দোলন করে নি তাই তারা খেতে পারবো না কারণ তাঁদের নেতা তো স্বীকার করে না,Khulna,Kushtia,
আরে খাও খাও সুযোগ পাইছো খাইয়া লও কবে না কবে আবার খাইতে পারবা,Dhaka,,
হাট-ঘাটের ময়লা আবর্জনা গুলো খাইলে জনগন একটু স্বস্তি পেতো।প্রতিটা হাট ঘাটে প্রচুর ময়লা।,Dhaka,Pabna,
"""খাট ঘাট না খেয়ে,,, ভিক্ষা করে খেতে পারেন,,,পাপ কম হবে""",Chittagong,Brahmanbaria,
"""সাথে যেন মানুষ্য বজ্যও খায়,,,""",Dhaka,,
বাহ্ কি সুন্দর,Chittagong,Lakshmipur,
"""সাবাশ ঠিক বলেছেন,,, কে কি বলল না বলল এইসবে কান না দিয়ে সোজা পাবনা পাগলা গারদের দিকে এগিয়ে যান,, কারণ হাঁট ঘাট আপনার বাবার পয়ত্রিক সম্পত্তি।""",Dhaka,,
আন্দোলনে তো দেশের অনেক জনগণ ছিল তার মানে তারা খাবে?,Dhaka,,
বাহ,পিরোজপুর,Barisal,Pirojpur
অধিকার তুমি আদায় করে নাও,সিলেট,Sylhet,
হ ভাই ঠিক আনাম গিল্লা লান,Dhaka,Munshiganj,
এটাকেই বলে সঠিক সমঝোতা,Comilla,,
সমঝোতা,Dhaka,Mymensingh,
বাজারের টইলেট গুলো কারা খাবে?,Dhaka,,
ঠিকই তো! ১৭ বছর নির্যাতন সহ্য করে যদি ২/৪ টা হাট বাজাররম দখল করতে না পারে। তাহলে এদেশে রাজনীতি করার দরকার কী?,Dhaka,Khulna,Kushtia
খেতে খেতে তাদেরো পেট ফেটে যাবে।,চট্টগ্রাম,Chattogram,Barisal
খা টয়লেটের ট্যাংকির ভিতরের গুলাও খা,নীলফামারী,,
